Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate
(per 100,000)",ICD10 codes
Actual,Breast cancer,1990,Females,60–64,817,220.4,C50
Actual,Breast cancer,1990,Females,65–69,862,247.3,C50
Actual,Breast cancer,1990,Females,70–74,758,280.1,C50
Actual,Breast cancer,1990,Females,75–79,639,289.5,C50
Actual,Breast cancer,1990,Females,80–84,421,302.2,C50
Actual,Breast cancer,1990,Females,85–89,223,313.7,C50
Actual,Breast cancer,1990,Females,90+,112,324.4,C50
Actual,Breast cancer,1990,Females,Unknown,0,. .,C50
Actual,Breast cancer,1991,Females,00–04,0,0.0,C50
Actual,Breast cancer,1991,Females,05–09,0,0.0,C50
Actual,Breast cancer,1991,Females,10–14,0,0.0,C50
Actual,Breast cancer,1991,Females,15–19,0,0.0,C50
Actual,Breast cancer,1991,Females,20–24,11,1.6,C50
Actual,Breast cancer,1991,Females,25–29,50,7.2,C50
Actual,Breast cancer,1991,Females,30–34,178,25.0,C50
Actual,Breast cancer,1991,Females,35–39,401,60.4,C50
Actual,Breast cancer,1991,Females,40–44,722,113.0,C50
Actual,Breast cancer,1991,Females,45–49,852,169.5,C50
Actual,Breast cancer,1991,Females,50–54,856,207.2,C50
Actual,Breast cancer,1991,Females,55–59,804,224.2,C50
Actual,Breast cancer,1991,Females,60–64,891,240.8,C50
Actual,Breast cancer,1991,Females,65–69,959,273.0,C50
Actual,Breast cancer,1991,Females,70–74,793,280.9,C50
Actual,Breast cancer,1991,Females,75–79,672,298.0,C50
Actual,Breast cancer,1991,Females,80–84,481,330.8,C50
Actual,Breast cancer,1991,Females,85–89,238,321.3,C50
Actual,Breast cancer,1991,Females,90+,134,372.7,C50
Actual,Breast cancer,1991,Females,Unknown,0,. .,C50
Actual,Breast cancer,1992,Females,00–04,0,0.0,C50
Actual,Breast cancer,1992,Females,05–09,0,0.0,C50
Actual,Breast cancer,1992,Females,10–14,0,0.0,C50
Actual,Breast cancer,1992,Females,15–19,0,0.0,C50
Actual,Breast cancer,1992,Females,20–24,5,0.7,C50
Actual,Breast cancer,1992,Females,25–29,47,6.8,C50
Actual,Breast cancer,1992,Females,30–34,178,24.6,C50
Actual,Breast cancer,1992,Females,35–39,380,56.1,C50
Actual,Breast cancer,1992,Females,40–44,720,112.3,C50
Actual,Breast cancer,1992,Females,45–49,1008,187.3,C50
Actual,Breast cancer,1992,Females,50–54,860,202.9,C50
Actual,Breast cancer,1992,Females,55–59,818,223.5,C50
Actual,Breast cancer,1992,Females,60–64,792,217.0,C50
Actual,Breast cancer,1992,Females,65–69,931,264.0,C50
Actual,Breast cancer,1992,Females,70–74,781,267.2,C50
Actual,Breast cancer,1992,Females,75–79,645,281.8,C50
Actual,Breast cancer,1992,Females,80–84,491,324.4,C50
Actual,Breast cancer,1992,Females,85–89,241,309.9,C50
Actual,Breast cancer,1992,Females,90+,125,332.0,C50
Actual,Breast cancer,1992,Females,Unknown,0,. .,C50
Actual,Breast cancer,1993,Females,00–04,0,0.0,C50
Actual,Breast cancer,1993,Females,05–09,0,0.0,C50
Actual,Breast cancer,1993,Females,10–14,0,0.0,C50
Actual,Breast cancer,1993,Females,15–19,0,0.0,C50
Actual,Breast cancer,1993,Females,20–24,14,2.0,C50
Actual,Breast cancer,1993,Females,25–29,56,8.2,C50
Actual,Breast cancer,1993,Females,30–34,166,22.8,C50
Actual,Breast cancer,1993,Females,35–39,414,60.3,C50
Actual,Breast cancer,1993,Females,40–44,789,122.1,C50
Actual,Breast cancer,1993,Females,45–49,1025,179.2,C50
Actual,Breast cancer,1993,Females,50–54,977,225.6,C50
Actual,Breast cancer,1993,Females,55–59,932,248.5,C50
Actual,Breast cancer,1993,Females,60–64,965,268.9,C50
Actual,Breast cancer,1993,Females,65–69,999,281.7,C50
Actual,Breast cancer,1993,Females,70–74,906,299.0,C50
Actual,Breast cancer,1993,Females,75–79,694,302.2,C50
Actual,Breast cancer,1993,Females,80–84,463,293.0,C50
Actual,Breast cancer,1993,Females,85–89,269,328.4,C50
Actual,Breast cancer,1993,Females,90+,122,308.0,C50
Actual,Breast cancer,1993,Females,Unknown,0,. .,C50
Actual,Breast cancer,1994,Females,00–04,0,0.0,C50
Actual,Breast cancer,1994,Females,05–09,0,0.0,C50
Actual,Breast cancer,1994,Females,10–14,0,0.0,C50
Actual,Breast cancer,1994,Females,15–19,0,0.0,C50
Actual,Breast cancer,1994,Females,20–24,8,1.1,C50
Actual,Breast cancer,1994,Females,25–29,57,8.4,C50
Actual,Breast cancer,1994,Females,30–34,197,26.9,C50
Actual,Breast cancer,1994,Females,35–39,397,57.0,C50
Actual,Breast cancer,1994,Females,40–44,779,118.8,C50
Actual,Breast cancer,1994,Females,45–49,1138,191.5,C50
Actual,Breast cancer,1994,Females,50–54,1116,247.1,C50
Actual,Breast cancer,1994,Females,55–59,1033,268.6,C50
Actual,Breast cancer,1994,Females,60–64,1109,311.6,C50
Actual,Breast cancer,1994,Females,65–69,1213,343.2,C50
Actual,Breast cancer,1994,Females,70–74,1023,323.3,C50
Actual,Breast cancer,1994,Females,75–79,781,343.8,C50
Actual,Breast cancer,1994,Females,80–84,529,317.3,C50
Actual,Breast cancer,1994,Females,85–89,256,300.8,C50
Actual,Breast cancer,1994,Females,90+,120,285.8,C50
Actual,Breast cancer,1994,Females,Unknown,0,. .,C50
Actual,Breast cancer,1995,Females,00–04,0,0.0,C50
Actual,Breast cancer,1995,Females,05–09,1,0.2,C50
Actual,Breast cancer,1995,Females,10–14,0,0.0,C50
Actual,Breast cancer,1995,Females,15–19,1,0.2,C50
Actual,Breast cancer,1995,Females,20–24,8,1.1,C50
Actual,Breast cancer,1995,Females,25–29,59,8.6,C50
Actual,Breast cancer,1995,Females,30–34,200,27.4,C50
Actual,Breast cancer,1995,Females,35–39,398,56.0,C50
Actual,Breast cancer,1995,Females,40–44,756,113.6,C50
Actual,Breast cancer,1995,Females,45–49,1235,201.0,C50
Actual,Breast cancer,1995,Females,50–54,1254,264.5,C50
Actual,Breast cancer,1995,Females,55–59,1146,290.9,C50
Actual,Breast cancer,1995,Females,60–64,1061,298.6,C50
Actual,Breast cancer,1995,Females,65–69,1104,312.9,C50
Actual,Breast cancer,1995,Females,70–74,1031,320.5,C50
Actual,Breast cancer,1995,Females,75–79,832,357.8,C50
Actual,Breast cancer,1995,Females,80–84,582,338.8,C50
Actual,Breast cancer,1995,Females,85–89,295,329.2,C50
Actual,Breast cancer,1995,Females,90+,125,282.9,C50
Actual,Breast cancer,1995,Females,Unknown,0,. .,C50
Actual,Breast cancer,1996,Females,00–04,0,0.0,C50
Actual,Breast cancer,1996,Females,05–09,0,0.0,C50
Actual,Breast cancer,1996,Females,10–14,0,0.0,C50
Actual,Breast cancer,1996,Females,15–19,0,0.0,C50
Actual,Breast cancer,1996,Females,20–24,7,1.0,C50
Actual,Breast cancer,1996,Females,25–29,46,6.5,C50
Actual,Breast cancer,1996,Females,30–34,198,27.5,C50
Actual,Breast cancer,1996,Females,35–39,424,58.4,C50
Actual,Breast cancer,1996,Females,40–44,768,113.6,C50
Actual,Breast cancer,1996,Females,45–49,1193,187.2,C50
Actual,Breast cancer,1996,Females,50–54,1180,238.4,C50
Actual,Breast cancer,1996,Females,55–59,1128,278.1,C50
Actual,Breast cancer,1996,Females,60–64,1013,285.4,C50
Actual,Breast cancer,1996,Females,65–69,1061,300.6,C50
Actual,Breast cancer,1996,Females,70–74,986,303.0,C50
Actual,Breast cancer,1996,Females,75–79,738,304.2,C50
Actual,Breast cancer,1996,Females,80–84,575,327.2,C50
Actual,Breast cancer,1996,Females,85–89,293,310.6,C50
Actual,Breast cancer,1996,Females,90+,139,298.6,C50
Actual,Breast cancer,1996,Females,Unknown,0,. .,C50
Actual,Breast cancer,1997,Females,00–04,0,0.0,C50
Actual,Breast cancer,1997,Females,05–09,0,0.0,C50
Actual,Breast cancer,1997,Females,10–14,0,0.0,C50
Actual,Breast cancer,1997,Females,15–19,2,0.3,C50
Actual,Breast cancer,1997,Females,20–24,13,2.0,C50
Actual,Breast cancer,1997,Females,25–29,50,6.9,C50
Actual,Breast cancer,1997,Females,30–34,173,24.3,C50
Actual,Breast cancer,1997,Females,35–39,442,59.8,C50
Actual,Breast cancer,1997,Females,40–44,762,110.7,C50
Actual,Breast cancer,1997,Females,45–49,1174,183.5,C50
Actual,Breast cancer,1997,Females,50–54,1332,249.2,C50
Actual,Breast cancer,1997,Females,55–59,1178,281.2,C50
Actual,Breast cancer,1997,Females,60–64,1084,299.7,C50
Actual,Breast cancer,1997,Females,65–69,1088,310.5,C50
Actual,Breast cancer,1997,Females,70–74,1028,314.5,C50
Actual,Breast cancer,1997,Females,75–79,861,337.5,C50
Actual,Breast cancer,1997,Females,80–84,580,324.2,C50
Actual,Breast cancer,1997,Females,85–89,294,294.0,C50
Actual,Breast cancer,1997,Females,90+,153,314.6,C50
Actual,Breast cancer,1997,Females,Unknown,0,. .,C50
Actual,Breast cancer,1998,Females,00–04,0,0.0,C50
Actual,Breast cancer,1998,Females,05–09,0,0.0,C50
Actual,Breast cancer,1998,Females,10–14,0,0.0,C50
Actual,Breast cancer,1998,Females,15–19,3,0.5,C50
Actual,Breast cancer,1998,Females,20–24,15,2.3,C50
Actual,Breast cancer,1998,Females,25–29,52,7.1,C50
Actual,Breast cancer,1998,Females,30–34,195,27.6,C50
Actual,Breast cancer,1998,Females,35–39,429,57.3,C50
Actual,Breast cancer,1998,Females,40–44,852,121.9,C50
Actual,Breast cancer,1998,Females,45–49,1163,178.8,C50
Actual,Breast cancer,1998,Females,50–54,1469,257.9,C50
Actual,Breast cancer,1998,Females,55–59,1272,295.1,C50
Actual,Breast cancer,1998,Females,60–64,1147,309.7,C50
Actual,Breast cancer,1998,Females,65–69,1131,325.9,C50
Actual,Breast cancer,1998,Females,70–74,1060,322.0,C50
Actual,Breast cancer,1998,Females,75–79,881,329.6,C50
Actual,Breast cancer,1998,Females,80–84,599,330.8,C50
Actual,Breast cancer,1998,Females,85–89,335,318.7,C50
Actual,Breast cancer,1998,Females,90+,158,310.9,C50
Actual,Breast cancer,1998,Females,Unknown,0,. .,C50
Actual,Breast cancer,1999,Females,00–04,0,0.0,C50
Actual,Breast cancer,1999,Females,05–09,0,0.0,C50
Actual,Breast cancer,1999,Females,10–14,0,0.0,C50
Actual,Breast cancer,1999,Females,15–19,1,0.2,C50
Actual,Breast cancer,1999,Females,20–24,13,2.0,C50
Actual,Breast cancer,1999,Females,25–29,50,6.9,C50
Actual,Breast cancer,1999,Females,30–34,189,26.7,C50
Actual,Breast cancer,1999,Females,35–39,447,59.3,C50
Actual,Breast cancer,1999,Females,40–44,820,115.4,C50
Actual,Breast cancer,1999,Females,45–49,1153,174.2,C50
Actual,Breast cancer,1999,Females,50–54,1502,252.7,C50
Actual,Breast cancer,1999,Females,55–59,1289,286.5,C50
Actual,Breast cancer,1999,Females,60–64,1242,325.2,C50
Actual,Breast cancer,1999,Females,65–69,1098,319.1,C50
Actual,Breast cancer,1999,Females,70–74,992,299.4,C50
Actual,Breast cancer,1999,Females,75–79,837,299.8,C50
Actual,Breast cancer,1999,Females,80–84,563,309.3,C50
Actual,Breast cancer,1999,Females,85–89,343,308.4,C50
Actual,Breast cancer,1999,Females,90+,150,278.0,C50
Actual,Breast cancer,1999,Females,Unknown,0,. .,C50
Actual,Breast cancer,2000,Females,00–04,0,0.0,C50
Actual,Breast cancer,2000,Females,05–09,0,0.0,C50
Actual,Breast cancer,2000,Females,10–14,0,0.0,C50
Actual,Breast cancer,2000,Females,15–19,2,0.3,C50
Actual,Breast cancer,2000,Females,20–24,6,1.0,C50
Actual,Breast cancer,2000,Females,25–29,56,7.8,C50
Actual,Breast cancer,2000,Females,30–34,194,27.2,C50
Actual,Breast cancer,2000,Females,35–39,452,60.1,C50
Actual,Breast cancer,2000,Females,40–44,848,117.0,C50
Actual,Breast cancer,2000,Females,45–49,1271,189.6,C50
Actual,Breast cancer,2000,Females,50–54,1560,251.9,C50
Actual,Breast cancer,2000,Females,55–59,1442,306.5,C50
Actual,Breast cancer,2000,Females,60–64,1337,339.1,C50
Actual,Breast cancer,2000,Females,65–69,1125,328.1,C50
Actual,Breast cancer,2000,Females,70–74,1105,333.3,C50
Actual,Breast cancer,2000,Females,75–79,910,318.3,C50
Actual,Breast cancer,2000,Females,80–84,583,308.8,C50
Actual,Breast cancer,2000,Females,85–89,350,301.8,C50
Actual,Breast cancer,2000,Females,90+,180,309.7,C50
Actual,Breast cancer,2000,Females,Unknown,0,. .,C50
Actual,Breast cancer,2001,Females,00–04,0,0.0,C50
Actual,Breast cancer,2001,Females,05–09,0,0.0,C50
Actual,Breast cancer,2001,Females,10–14,0,0.0,C50
Actual,Breast cancer,2001,Females,15–19,0,0.0,C50
Actual,Breast cancer,2001,Females,20–24,9,1.4,C50
Actual,Breast cancer,2001,Females,25–29,48,6.9,C50
Actual,Breast cancer,2001,Females,30–34,174,23.7,C50
Actual,Breast cancer,2001,Females,35–39,453,60.7,C50
Actual,Breast cancer,2001,Females,40–44,926,125.1,C50
Actual,Breast cancer,2001,Females,45–49,1230,181.1,C50
Actual,Breast cancer,2001,Females,50–54,1658,257.5,C50
Actual,Breast cancer,2001,Females,55–59,1538,312.2,C50
Actual,Breast cancer,2001,Females,60–64,1448,357.3,C50
Actual,Breast cancer,2001,Females,65–69,1166,338.4,C50
Actual,Breast cancer,2001,Females,70–74,1106,332.6,C50
Actual,Breast cancer,2001,Females,75–79,904,311.7,C50
Actual,Breast cancer,2001,Females,80–84,623,310.8,C50
Actual,Breast cancer,2001,Females,85–89,386,321.3,C50
Actual,Breast cancer,2001,Females,90+,183,295.4,C50
Actual,Breast cancer,2001,Females,Unknown,0,. .,C50
Actual,Breast cancer,2002,Females,00–04,0,0.0,C50
Actual,Breast cancer,2002,Females,05–09,0,0.0,C50
Actual,Breast cancer,2002,Females,10–14,0,0.0,C50
Actual,Breast cancer,2002,Females,15–19,1,0.2,C50
Actual,Breast cancer,2002,Females,20–24,7,1.1,C50
Actual,Breast cancer,2002,Females,25–29,54,7.9,C50
Actual,Breast cancer,2002,Females,30–34,205,27.3,C50
Actual,Breast cancer,2002,Females,35–39,436,59.1,C50
Actual,Breast cancer,2002,Females,40–44,915,121.1,C50
Actual,Breast cancer,2002,Females,45–49,1326,192.3,C50
Actual,Breast cancer,2002,Females,50–54,1626,252.6,C50
Actual,Breast cancer,2002,Females,55–59,1653,310.7,C50
Actual,Breast cancer,2002,Females,60–64,1422,341.6,C50
Actual,Breast cancer,2002,Females,65–69,1288,365.9,C50
Actual,Breast cancer,2002,Females,70–74,1041,315.7,C50
Actual,Breast cancer,2002,Females,75–79,926,317.1,C50
Actual,Breast cancer,2002,Females,80–84,616,294.1,C50
Actual,Breast cancer,2002,Females,85–89,381,309.9,C50
Actual,Breast cancer,2002,Females,90+,212,326.2,C50
Actual,Breast cancer,2002,Females,Unknown,0,. .,C50
Actual,Breast cancer,2003,Females,00–04,0,0.0,C50
Actual,Breast cancer,2003,Females,05–09,0,0.0,C50
Actual,Breast cancer,2003,Females,10–14,0,0.0,C50
Actual,Breast cancer,2003,Females,15–19,1,0.1,C50
Actual,Breast cancer,2003,Females,20–24,7,1.1,C50
Actual,Breast cancer,2003,Females,25–29,46,6.8,C50
Actual,Breast cancer,2003,Females,30–34,187,24.6,C50
Actual,Breast cancer,2003,Females,35–39,479,65.5,C50
Actual,Breast cancer,2003,Females,40–44,920,120.1,C50
Actual,Breast cancer,2003,Females,45–49,1318,187.5,C50
Actual,Breast cancer,2003,Females,50–54,1513,232.7,C50
Actual,Breast cancer,2003,Females,55–59,1689,298.4,C50
Actual,Breast cancer,2003,Females,60–64,1403,328.4,C50
Actual,Breast cancer,2003,Females,65–69,1205,333.8,C50
Actual,Breast cancer,2003,Females,70–74,932,285.9,C50
Actual,Breast cancer,2003,Females,75–79,913,309.7,C50
Actual,Breast cancer,2003,Females,80–84,709,324.2,C50
Actual,Breast cancer,2003,Females,85–89,372,298.2,C50
Actual,Breast cancer,2003,Females,90+,192,284.1,C50
Actual,Breast cancer,2003,Females,Unknown,0,. .,C50
Actual,Breast cancer,2004,Females,00–04,0,0.0,C50
Actual,Breast cancer,2004,Females,05–09,0,0.0,C50
Actual,Breast cancer,2004,Females,10–14,0,0.0,C50
Actual,Breast cancer,2004,Females,15–19,0,0.0,C50
Actual,Breast cancer,2004,Females,20–24,9,1.3,C50
Actual,Breast cancer,2004,Females,25–29,56,8.4,C50
Actual,Breast cancer,2004,Females,30–34,209,27.5,C50
Actual,Breast cancer,2004,Females,35–39,429,58.7,C50
Actual,Breast cancer,2004,Females,40–44,897,116.4,C50
Actual,Breast cancer,2004,Females,45–49,1354,188.8,C50
Actual,Breast cancer,2004,Females,50–54,1628,247.5,C50
Actual,Breast cancer,2004,Females,55–59,1726,293.0,C50
Actual,Breast cancer,2004,Females,60–64,1441,323.9,C50
Actual,Breast cancer,2004,Females,65–69,1257,338.3,C50
Actual,Breast cancer,2004,Females,70–74,1023,316.7,C50
Actual,Breast cancer,2004,Females,75–79,883,297.8,C50
Actual,Breast cancer,2004,Females,80–84,690,303.3,C50
Actual,Breast cancer,2004,Females,85–89,389,309.8,C50
Actual,Breast cancer,2004,Females,90+,238,335.5,C50
Actual,Breast cancer,2004,Females,Unknown,0,. .,C50
Actual,Breast cancer,2005,Females,00–04,0,0.0,C50
Actual,Breast cancer,2005,Females,05–09,0,0.0,C50
Actual,Breast cancer,2005,Females,10–14,1,0.1,C50
Actual,Breast cancer,2005,Females,15–19,0,0.0,C50
Actual,Breast cancer,2005,Females,20–24,13,1.9,C50
Actual,Breast cancer,2005,Females,25–29,51,7.6,C50
Actual,Breast cancer,2005,Females,30–34,187,24.8,C50
Actual,Breast cancer,2005,Females,35–39,477,64.6,C50
Actual,Breast cancer,2005,Females,40–44,973,126.5,C50
Actual,Breast cancer,2005,Females,45–49,1430,195.5,C50
Actual,Breast cancer,2005,Females,50–54,1599,239.9,C50
Actual,Breast cancer,2005,Females,55–59,1643,269.0,C50
Actual,Breast cancer,2005,Females,60–64,1472,316.0,C50
Actual,Breast cancer,2005,Females,65–69,1335,349.5,C50
Actual,Breast cancer,2005,Females,70–74,915,284.1,C50
Actual,Breast cancer,2005,Females,75–79,889,299.7,C50
Actual,Breast cancer,2005,Females,80–84,684,292.8,C50
Actual,Breast cancer,2005,Females,85–89,378,289.6,C50
Actual,Breast cancer,2005,Females,90+,256,340.5,C50
Actual,Breast cancer,2005,Females,Unknown,0,. .,C50
Actual,Breast cancer,2006,Females,00–04,0,0.0,C50
Actual,Breast cancer,2006,Females,05–09,0,0.0,C50
Actual,Breast cancer,2006,Females,10–14,0,0.0,C50
Actual,Breast cancer,2006,Females,15–19,1,0.1,C50
Actual,Breast cancer,2006,Females,20–24,9,1.3,C50
Actual,Breast cancer,2006,Females,25–29,57,8.3,C50
Actual,Breast cancer,2006,Females,30–34,194,26.2,C50
Actual,Breast cancer,2006,Females,35–39,476,62.7,C50
Actual,Breast cancer,2006,Females,40–44,992,129.9,C50
Actual,Breast cancer,2006,Females,45–49,1386,185.8,C50
Actual,Breast cancer,2006,Females,50–54,1582,233.4,C50
Actual,Breast cancer,2006,Females,55–59,1756,279.1,C50
Actual,Breast cancer,2006,Females,60–64,1717,351.9,C50
Actual,Breast cancer,2006,Females,65–69,1381,353.1,C50
Actual,Breast cancer,2006,Females,70–74,976,301.4,C50
Actual,Breast cancer,2006,Females,75–79,837,282.1,C50
Actual,Breast cancer,2006,Females,80–84,725,305.9,C50
Actual,Breast cancer,2006,Females,85–89,414,301.0,C50
Actual,Breast cancer,2006,Females,90+,236,303.0,C50
Actual,Breast cancer,2006,Females,Unknown,0,. .,C50
Actual,Breast cancer,2007,Females,00–04,0,0.0,C50
Actual,Breast cancer,2007,Females,05–09,0,0.0,C50
Actual,Breast cancer,2007,Females,10–14,0,0.0,C50
Actual,Breast cancer,2007,Females,15–19,0,0.0,C50
Actual,Breast cancer,2007,Females,20–24,10,1.4,C50
Actual,Breast cancer,2007,Females,25–29,54,7.6,C50
Actual,Breast cancer,2007,Females,30–34,185,25.3,C50
Actual,Breast cancer,2007,Females,35–39,439,56.1,C50
Actual,Breast cancer,2007,Females,40–44,937,123.7,C50
Actual,Breast cancer,2007,Females,45–49,1462,191.8,C50
Actual,Breast cancer,2007,Females,50–54,1564,226.3,C50
Actual,Breast cancer,2007,Females,55–59,1691,269.0,C50
Actual,Breast cancer,2007,Females,60–64,1715,325.8,C50
Actual,Breast cancer,2007,Females,65–69,1364,338.0,C50
Actual,Breast cancer,2007,Females,70–74,994,299.5,C50
Actual,Breast cancer,2007,Females,75–79,834,281.4,C50
Actual,Breast cancer,2007,Females,80–84,731,303.7,C50
Actual,Breast cancer,2007,Females,85–89,459,315.5,C50
Actual,Breast cancer,2007,Females,90+,245,303.5,C50
Actual,Breast cancer,2007,Females,Unknown,0,. .,C50
Actual,Breast cancer,2008,Females,00–04,0,0.0,C50
Actual,Breast cancer,2008,Females,05–09,0,0.0,C50
Actual,Breast cancer,2008,Females,10–14,0,0.0,C50
Actual,Breast cancer,2008,Females,15–19,0,0.0,C50
Actual,Breast cancer,2008,Females,20–24,13,1.7,C50
Actual,Breast cancer,2008,Females,25–29,58,7.8,C50
Actual,Breast cancer,2008,Females,30–34,198,27.1,C50
Actual,Breast cancer,2008,Females,35–39,511,63.8,C50
Actual,Breast cancer,2008,Females,40–44,997,132.1,C50
Actual,Breast cancer,2008,Females,45–49,1466,189.0,C50
Actual,Breast cancer,2008,Females,50–54,1767,250.8,C50
Actual,Breast cancer,2008,Females,55–59,1725,270.7,C50
Actual,Breast cancer,2008,Females,60–64,1893,339.4,C50
Actual,Breast cancer,2008,Females,65–69,1601,384.6,C50
Actual,Breast cancer,2008,Females,70–74,1032,303.3,C50
Actual,Breast cancer,2008,Females,75–79,928,314.2,C50
Actual,Breast cancer,2008,Females,80–84,739,302.1,C50
Actual,Breast cancer,2008,Females,85–89,503,328.7,C50
Actual,Breast cancer,2008,Females,90+,263,320.1,C50
Actual,Breast cancer,2008,Females,Unknown,0,. .,C50
Actual,Breast cancer,2009,Females,00–04,0,0.0,C50
Actual,Breast cancer,2009,Females,05–09,0,0.0,C50
Actual,Breast cancer,2009,Females,10–14,0,0.0,C50
Actual,Breast cancer,2009,Females,15–19,0,0.0,C50
Actual,Breast cancer,2009,Females,20–24,9,1.2,C50
Actual,Breast cancer,2009,Females,25–29,74,9.5,C50
Actual,Breast cancer,2009,Females,30–34,174,23.6,C50
Actual,Breast cancer,2009,Females,35–39,489,60.5,C50
Actual,Breast cancer,2009,Females,40–44,908,119.2,C50
Actual,Breast cancer,2009,Females,45–49,1519,193.8,C50
Actual,Breast cancer,2009,Females,50–54,1685,233.7,C50
Actual,Breast cancer,2009,Females,55–59,1706,263.3,C50
Actual,Breast cancer,2009,Females,60–64,1963,339.6,C50
Actual,Breast cancer,2009,Females,65–69,1697,389.7,C50
Actual,Breast cancer,2009,Females,70–74,1106,315.4,C50
Actual,Breast cancer,2009,Females,75–79,934,316.6,C50
Actual,Breast cancer,2009,Females,80–84,817,329.9,C50
Actual,Breast cancer,2009,Females,85–89,509,316.7,C50
Actual,Breast cancer,2009,Females,90+,234,280.3,C50
Actual,Breast cancer,2009,Females,Unknown,0,. .,C50
Actual,Breast cancer,2010,Females,00–04,0,0.0,C50
Actual,Breast cancer,2010,Females,05–09,0,0.0,C50
Actual,Breast cancer,2010,Females,10–14,0,0.0,C50
Actual,Breast cancer,2010,Females,15–19,1,0.1,C50
Actual,Breast cancer,2010,Females,20–24,7,0.9,C50
Actual,Breast cancer,2010,Females,25–29,71,8.9,C50
Actual,Breast cancer,2010,Females,30–34,187,25.0,C50
Actual,Breast cancer,2010,Females,35–39,499,61.9,C50
Actual,Breast cancer,2010,Females,40–44,900,116.2,C50
Actual,Breast cancer,2010,Females,45–49,1592,203.0,C50
Actual,Breast cancer,2010,Females,50–54,1836,249.2,C50
Actual,Breast cancer,2010,Females,55–59,1803,273.3,C50
Actual,Breast cancer,2010,Females,60–64,2104,352.2,C50
Actual,Breast cancer,2010,Females,65–69,1742,381.1,C50
Actual,Breast cancer,2010,Females,70–74,1165,322.8,C50
Actual,Breast cancer,2010,Females,75–79,926,312.8,C50
Actual,Breast cancer,2010,Females,80–84,762,304.0,C50
Actual,Breast cancer,2010,Females,85–89,561,336.0,C50
Actual,Breast cancer,2010,Females,90+,256,290.7,C50
Actual,Breast cancer,2010,Females,Unknown,0,. .,C50
Actual,Breast cancer,2011,Females,00–04,0,0.0,C50
Actual,Breast cancer,2011,Females,05–09,0,0.0,C50
Actual,Breast cancer,2011,Females,10–14,0,0.0,C50
Actual,Breast cancer,2011,Females,15–19,1,0.1,C50
Actual,Breast cancer,2011,Females,20–24,9,1.1,C50
Actual,Breast cancer,2011,Females,25–29,66,8.1,C50
Actual,Breast cancer,2011,Females,30–34,214,27.9,C50
Actual,Breast cancer,2011,Females,35–39,481,60.8,C50
Actual,Breast cancer,2011,Females,40–44,1002,125.2,C50
Actual,Breast cancer,2011,Females,45–49,1541,198.2,C50
Actual,Breast cancer,2011,Females,50–54,1874,248.4,C50
Actual,Breast cancer,2011,Females,55–59,1657,245.9,C50
Actual,Breast cancer,2011,Females,60–64,2099,341.4,C50
Actual,Breast cancer,2011,Females,65–69,1812,377.5,C50
Actual,Breast cancer,2011,Females,70–74,1210,326.7,C50
Actual,Breast cancer,2011,Females,75–79,936,312.1,C50
Actual,Breast cancer,2011,Females,80–84,788,310.9,C50
Actual,Breast cancer,2011,Females,85–89,573,334.4,C50
Actual,Breast cancer,2011,Females,90+,317,340.1,C50
Actual,Breast cancer,2011,Females,Unknown,0,. .,C50
Actual,Breast cancer,2012,Females,00–04,0,0.0,C50
Actual,Breast cancer,2012,Females,05–09,0,0.0,C50
Actual,Breast cancer,2012,Females,10–14,1,0.1,C50
Actual,Breast cancer,2012,Females,15–19,1,0.1,C50
Actual,Breast cancer,2012,Females,20–24,10,1.3,C50
Actual,Breast cancer,2012,Females,25–29,89,10.6,C50
Actual,Breast cancer,2012,Females,30–34,215,27.1,C50
Actual,Breast cancer,2012,Females,35–39,483,61.8,C50
Actual,Breast cancer,2012,Females,40–44,1046,126.7,C50
Actual,Breast cancer,2012,Females,45–49,1633,210.9,C50
Actual,Breast cancer,2012,Females,50–54,1983,257.7,C50
Actual,Breast cancer,2012,Females,55–59,1812,262.7,C50
Actual,Breast cancer,2012,Females,60–64,2123,344.3,C50
Actual,Breast cancer,2012,Females,65–69,1948,378.8,C50
Actual,Breast cancer,2012,Females,70–74,1287,334.8,C50
Actual,Breast cancer,2012,Females,75–79,1007,330.2,C50
Actual,Breast cancer,2012,Females,80–84,825,326.7,C50
Actual,Breast cancer,2012,Females,85–89,579,331.9,C50
Actual,Breast cancer,2012,Females,90+,316,319.1,C50
Actual,Breast cancer,2012,Females,Unknown,0,. .,C50
Actual,Breast cancer,2013,Females,00–04,0,0.0,C50
Actual,Breast cancer,2013,Females,05–09,0,0.0,C50
Actual,Breast cancer,2013,Females,10–14,0,0.0,C50
Actual,Breast cancer,2013,Females,15–19,1,0.1,C50
Actual,Breast cancer,2013,Females,20–24,3,0.4,C50
Actual,Breast cancer,2013,Females,25–29,82,9.6,C50
Actual,Breast cancer,2013,Females,30–34,224,27.2,C50
Actual,Breast cancer,2013,Females,35–39,511,65.7,C50
Actual,Breast cancer,2013,Females,40–44,1118,133.2,C50
Actual,Breast cancer,2013,Females,45–49,1675,216.4,C50
Actual,Breast cancer,2013,Females,50–54,2129,272.2,C50
Actual,Breast cancer,2013,Females,55–59,1903,270.1,C50
Actual,Breast cancer,2013,Females,60–64,2122,337.9,C50
